2.534851069475305835e-02,1.477167570654865265e-02,1.705136104280788670e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.998361786271110532e+02,1.326865196196863952e-02,5.130813587121597907e-02,2.390036825489455508e-02,1.817266935662870120e-02,0.000000000000000000e+00,2.657659629853087110e-02,9.129787200947994674e-03,1.287405837292920040e-02,1.308807482375743021e-02,0.000000000000000000e+00,1.998408922681581714e+02,1.019911115980991212e-02,2.336996437146582686e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.387013961457842226e-02,7.089126012757442652e+01,9.475839391823642543e+00,5.180402511613159788e+00,7.187967856751722451e+00,1.324816708361033157e+00,7.999771043946333293e+01,9.938348028743050344e-01,1.723356436201130881e+00,1.791482226352620444e+00,3.087772625160090545e+00,1.834555687382429667e+01
8.365039409315598237e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.999792967471637155e+02,9.388856563514035025e-03,2.949356863373812747e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.388856563514035025e-03,0.000000000000000000e+00,2.788346469771865645e-03,5.576692939543731291e-03,0.000000000000000000e+00,1.999822461040270127e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.667485833498869141e+01,1.342634768492961372e+00,1.732528902186609443e+01,1.789187819690037928e+00,7.415522339543316299e+00,5.809360144098879886e+01,3.583335696591956321e+01,1.476514039906261733e+00,2.203646261115293470e+01,1.374380616104346808e+00,1.663819204134684782e+01
6.286228916651603882e-02,1.859148428522608074e-02,2.554513489146911093e-02,4.046046413964621974e-02,6.500840439200612428e-03,1.997133764969278502e+02,5.247202662418797015e-02,9.633218204472181190e-03,2.794066440915266014e-02,1.842865148447619603e-02,2.418872942775785947e-02,3.478124123141353163e-02,4.186655507500110923e-02,3.575496168412052589e-02,9.215824241058774569e-03,2.180439594235078146e-02,1.996799177820226134e+02,2.798826478730711415e-02,3.402982248183238079e-02,1.238986004500728516e-02,2.417582464007647994e-02,7.807546784946022000e-02,1.598310248421294943e+01,5.583365702064745051e+01,6.196671060537857656e+00,1.485421506213374521e+01,2.296732160485187890e+01,6.640797308631092299e+00,4.003116576283688488e+01,5.407166279669301190e+00,3.708334653793906366e+00,1.944621530406064380e+01,8.931353458624307962e+00
3.738494969582308036e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.999510408534955559e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.222730590421401479e-03,4.094527869954556892e-03,4.256938348027922495e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.048815267168373699e-02,2.142726801835763764e-02,0.000000000000000000e+00,1.999607673208494418e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.222730590421401479e-03,4.094527869954556892e-03,0.000000000000000000e+00,1.446140268823211228e+00,2.679060406133572769e+00,9.911341376114575041e+01,8.672239932636308879e+00,2.196004326417623886e+01,2.291486718198929395e+01,7.717896046298204027e+00,4.583977104414024062e+00,2.978345814167219885e+01,6.631707338115191419e-01,4.657331588994780280e-01
2.828741779271830292e-02,2.315464690536742434e-02,1.258920886060456608e-02,5.437575116148691406e-02,1.462647401893901050e-02,1.997899832445216077e+02,8.931614504173126037e-03,8.072306044596341823e-03,3.518474959722367457e-02,1.716525235224835438e-02,7.629334240972699896e-03,3.612717229147702908e-02,5.085177043615308340e-02,5.313050791554833549e-03,1.937952108589355640e-02,1.340313303119762718e-02,1.997913067553645590e+02,2.296196967997604730e-03,1.805409354154270153e-03,1.040974975806291912e-02,1.398664495225009248e-02,5.512059596643010401e-02,2.548766855613072480e+01,1.327185333897261232e+00,5.300059863123376402e-01,1.088132467422848304e+00,4.813739729737832107e+01,3.418621570724692305e+00,2.924360451438794684e+01,2.578531250359536120e+00,3.067103346778866868e+00,2.950202949649146422e+00,8.217154672695808415e+01
2.842061074962920486e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.998637110870427591e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.847280976849251591e-02,8.939549243918577803e-02,7.810341942858141547e-03,3.905170971429070773e-03,9.462528387585180528e-03,1.695534655702593194e-03,2.332767519769673396e-03,1.999172264442278220e+02,3.432519120056658213e-02,3.523337731942617710e-03,1.971868336236124938e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.866832156835306233e-01,9.830262319208634691e-01,1.417524068354808486e+00,3.728637052387600903e+01,5.349894632747740353e+00,4.250338118645223062e+01,1.569480397739792421e+00,9.855173651657352707e+01,2.606714609976362507e+00,8.125118279890315875e+00,1.120070336784236842e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.681795281172357825e-03,6.966460190104167491e-03,2.814200623052772604e-02,1.999082406491544077e+02,0.000000000000000000e+00,5.141979695129742477e-03,1.028395939025948495e-02,1.162134376556069569e-02,2.592180629289436017e-02,1.691294697418155996e-02,1.744394817380109366e-03,1.097503788519298834e-02,1.841543302796457005e-02,8.553733437281836605e-03,1.999189217389171063e+02,5.025135806568200268e-03,5.614529628173058756e-03,5.614529628173058756e-03,0.000000000000000000e+00,8.222519878233119223e-03,1.087340587594245633e+01,2.344064074609720105e+00,1.247631252477794606e+00,3.461885901992039383e+00,8.157040070104991969e+01,5.046691346409793333e+00,4.282374973073048352e+01,3.654981567971554490e+00,2.875187911313458411e+00,4.679517260602816364e+00,4.142248437690054885e+01
5.924027005265921492e-02,2.620055279641594556e-02,4.690841548929845436e-03,1.039918144148557592e-03,4.397537379067723365e-03,1.997615173780693283e+02,1.109733998051405657e-02,2.629349674929277320e-02,2.915719144308755173e-02,1.141670679647349695e-02,6.494876704022613245e-02,5.896120597388752882e-02,1.764768113774081715e-02,1.651808473996157003e-02,2.700050455035945748e-02,2.994883937382863612e-02,1.997656131370341939e+02,1.198583095102843075e-02,3.223270762908336112e-02,2.736161039949158366e-02,4.968203153557977994e-03,7.762195056783330153e-03,9.638344882805552905e-01,1.238058850508076247e+01,4.986035919384685045e+00,1.039926280129737712e+01,9.803433238179401599e+00,1.440955043027065017e+02,2.536377359099190709e+00,5.934368380196825221e+00,7.004910489450089095e+00,1.281163624103325072e+00,6.145208922216074399e-01
1.748594114054369047e-03,1.683383749961422579e-02,5.425260172891906846e-02,1.083132126165515206e-02,2.969334314721649472e-03,1.997847916952102310e+02,6.051535386108712090e-03,4.571686904886985807e-03,2.409968335687932145e-02,4.121839480337026462e-02,5.263131541957490750e-02,5.067999565238610199e-02,3.803236915231893080e-03,0.000000000000000000e+00,2.350274623143062611e-02,2.563072712268869499e-02,1.997980782834284241e+02,1.546259419273214412e-02,1.040179758630535405e-02,5.094880006086273394e-02,3.744730428315751290e-03,1.774708838162274149e-02,4.080161583878664544e+01,8.709488289926186066e-01,1.472956492664085903e+00,1.722177602767525295e+00,3.597591311266838954e+00,4.340561903493357221e+01,2.704784086450052527e+00,1.864031800965914698e+00,1.986502072462046797e+00,2.074695652017758185e+00,9.949907727869322116e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.315366778713422863e-02,0.000000000000000000e+00,1.999006145447995948e+02,9.527003074792102233e-03,6.670478433825728637e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.649362544014227161e-02,2.315366778713422863e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.521971275686413411e-02,1.998831749255093087e+02,2.195806850660104309e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.201239716997315554e+01,1.003884404101119117e+02,1.070739619411558596e+00,1.296729062186408044e+00,7.263088236086017169e-01,3.237425552410368113e+01,7.052662848885214997e-01,2.236682030251543052e-01,6.579368985387935853e-02,3.076450113148288779e+01,3.719000813536398331e-01
