695.94964600,0.00000000,189.33853149
876.61566162,0.00000000,180.94247437
880.53051758,0.00000000,180.94564819
884.44537354,0.00000000,180.94885254
888.36022949,0.00000000,180.95202637
892.27514648,0.00000000,180.95523071
896.19000244,0.00000000,180.95840454
900.10485840,0.00000000,180.96160889
837.46685791,0.00000000,180.96795654
907.93463135,0.00000000,180.96795654
911.84948730,0.00000000,180.97116089
915.76434326,0.00000000,180.97433472
919.67926025,0.00000000,180.97753906
923.59411621,0.00000000,180.98071289
927.50897217,0.00000000,180.98391724
931.42388916,0.00000000,180.98709106
935.33874512,0.00000000,180.99029541
939.24871826,0.00000000,181.18621826
943.15863037,0.00000000,181.38217163
643.53778076,0.00000000,267.57327271
950.97851563,0.00000000,181.77404785
954.88842773,0.00000000,181.96997070
958.79840088,0.00000000,182.16589355
962.70831299,0.00000000,182.36184692
966.61822510,0.00000000,182.55776978
970.52819824,0.00000000,182.75372314
974.43811035,0.00000000,182.94964600
978.34808350,0.00000000,183.14559937
982.25799561,0.00000000,183.34152222
986.16790771,0.00000000,183.53747559
990.07788086,0.00000000,183.73339844
993.98779297,0.00000000,183.92935181
997.89776611,0.00000000,184.12527466
1001.58020020,0.00000000,184.49758911
806.15283203,0.00000000,181.18621826
1008.94506836,0.00000000,185.24221802
1012.62750244,0.00000000,185.61453247
1016.30993652,0.00000000,185.98684692
1019.99237061,0.00000000,186.35916138
638.06195068,0.00000000,239.75735474
632.16485596,0.00000000,209.80172729
1031.03979492,0.00000000,187.47610474
1034.72216797,0.00000000,187.84841919
1038.40466309,0.00000000,188.22073364
1042.08703613,0.00000000,188.59304810
732.77398682,0.00000000,185.61477661
1049.45190430,0.00000000,189.33764648
1053.13439941,0.00000000,189.70996094
1056.81677246,0.00000000,190.08227539
1060.47473145,0.00000000,190.64608765
1064.13269043,0.00000000,191.20989990
1067.79064941,0.00000000,191.77371216
1071.44860840,0.00000000,192.33752441
1075.10644531,0.00000000,192.90133667
1078.76440430,0.00000000,193.46514893
1082.42236328,0.00000000,194.02896118
641.43164063,0.00000000,256.87484741
635.53460693,0.00000000,226.91921997
1093.39624023,0.00000000,195.72039795
