628.66833496,0.00000000,558.03973389
628.65051270,0.00000000,554.34014893
704.52001953,0.00000000,611.17108154
628.61132813,0.00000000,546.94000244
628.59002686,0.00000000,543.23937988
628.56518555,0.00000000,539.53771973
628.54034424,0.00000000,535.83599854
628.51196289,0.00000000,532.13330078
628.48364258,0.00000000,528.43054199
628.45178223,0.00000000,524.72674561
653.50683594,0.00000000,561.97985840
628.38452148,0.00000000,517.31811523
628.34918213,0.00000000,513.61322021
628.31030273,0.00000000,509.90731812
628.27142334,0.00000000,506.20138550
628.22906494,0.00000000,502.49441528
628.18670654,0.00000000,498.78744507
628.14080811,0.00000000,495.07940674
628.09490967,0.00000000,491.37136841
628.04553223,0.00000000,487.66226196
627.99615479,0.00000000,483.95315552
627.94323730,0.00000000,480.24298096
706.84716797,0.00000000,618.30950928
627.83392334,0.00000000,472.82159424
627.77752686,0.00000000,469.11038208
627.71765137,0.00000000,465.39810181
627.65771484,0.00000000,461.68582153
627.59429932,0.00000000,457.97247314
701.75122070,0.00000000,604.26251221
627.46398926,0.00000000,450.54473877
627.39703369,0.00000000,446.83032227
627.32659912,0.00000000,443.11486816
627.25616455,0.00000000,439.39938354
627.18225098,0.00000000,435.68286133
627.10833740,0.00000000,431.96633911
627.03088379,0.00000000,428.24874878
626.95343018,0.00000000,424.53115845
626.87249756,0.00000000,420.81253052
626.79150391,0.00000000,417.09387207
626.70709229,0.00000000,413.37417603
626.62261963,0.00000000,409.65444946
626.53466797,0.00000000,405.93368530
626.44671631,0.00000000,402.21292114
626.35522461,0.00000000,398.49108887
626.26373291,0.00000000,394.76925659
685.16784668,0.00000000,580.16217041
626.07379150,0.00000000,387.32348633
625.97534180,0.00000000,383.59954834
625.87683105,0.00000000,379.87557983
625.77484131,0.00000000,376.15057373
625.67285156,0.00000000,372.42556763
625.56738281,0.00000000,368.69949341
625.46185303,0.00000000,364.97341919
625.35284424,0.00000000,361.24630737
625.24383545,0.00000000,357.51916504
625.13134766,0.00000000,353.79098511
625.01885986,0.00000000,350.06277466
703.67175293,0.00000000,608.82769775
632.01904297,0.00000000,558.27935791
624.66729736,0.00000000,338.87396240
624.54772949,0.00000000,335.14364624
624.42474365,0.00000000,331.41229248
624.30169678,0.00000000,327.68090820
624.17517090,0.00000000,323.94848633
624.04864502,0.00000000,320.21603394
623.91857910,0.00000000,316.48254395
623.78851318,0.00000000,312.74905396
623.65496826,0.00000000,309.01449585
623.52142334,0.00000000,305.27993774
623.38439941,0.00000000,301.54431152
623.24731445,0.00000000,297.80871582
623.10675049,0.00000000,294.07202148
622.96618652,0.00000000,290.33535767
622.82214355,0.00000000,286.59762573
622.67803955,0.00000000,282.85986328
622.53045654,0.00000000,279.12106323
622.38293457,0.00000000,275.38229370
622.23181152,0.00000000,271.64242554
622.08074951,0.00000000,267.90255737
621.92614746,0.00000000,264.16165161
621.77154541,0.00000000,260.42071533
621.61346436,0.00000000,256.67874146
621.45538330,0.00000000,252.93676758
621.29376221,0.00000000,249.19372559
621.13214111,0.00000000,245.45068359
620.96704102,0.00000000,241.70658875
620.80194092,0.00000000,237.96247864
620.63330078,0.00000000,234.21731567
620.46472168,0.00000000,230.47215271
620.29260254,0.00000000,226.72593689
620.12048340,0.00000000,222.97972107
619.94482422,0.00000000,219.23243713
619.76922607,0.00000000,215.48515320
650.64477539,0.00000000,561.24102783
619.41094971,0.00000000,207.98846436
619.22827148,0.00000000,204.23905945
619.04565430,0.00000000,200.48965454
618.85949707,0.00000000,196.73919678
618.67333984,0.00000000,192.98872375
622.97601318,0.00000000,192.58935547
627.27868652,0.00000000,192.18997192
631.58142090,0.00000000,191.79060364
635.88409424,0.00000000,191.39122009
640.18676758,0.00000000,190.99185181
644.48944092,0.00000000,190.59248352
648.79217529,0.00000000,190.19309998
681.50122070,0.00000000,576.81726074
657.39752197,0.00000000,189.39434814
661.70019531,0.00000000,188.99497986
666.00292969,0.00000000,188.59559631
670.30560303,0.00000000,188.19622803
674.60827637,0.00000000,187.79684448
678.91094971,0.00000000,187.39747620
683.21368408,0.00000000,186.99810791
687.51635742,0.00000000,186.59872437
691.31518555,0.00000000,186.25924683
695.11401367,0.00000000,185.91975403
698.91284180,0.00000000,185.59440613
702.71166992,0.00000000,185.26907349
706.51049805,0.00000000,184.95787048
